"parent_id","neighborhood","city","destination","poi_name","poi_slug","category","s3_key","ref_photo_reference","ref_attribution","generated_at"
"neighborhoods/ar-concordia/city-centre","City Centre","Concordia","City Centre, Concordia, Argentina","Costanera de Concordia","costanera-de-concordia","outdoors","images/Neighborhood_POIs/ar-concordia/city-centre/costanera-de-concordia.png","places-photo","diego cesar (Google Maps contributor)","2026-07-17T22:16:31.673927+00:00"
"neighborhoods/ar-concordia/city-centre","City Centre","Concordia","City Centre, Concordia, Argentina","Peatonal Entre Ríos","peatonal-entre-rios","shopping-dining","images/Neighborhood_POIs/ar-concordia/city-centre/peatonal-entre-rios.png","text-only","","2026-07-17T22:16:33.127536+00:00"
"neighborhoods/ar-concordia/city-centre","City Centre","Concordia","City Centre, Concordia, Argentina","Catedral San Antonio de Padua","catedral-san-antonio-de-padua","culture-architecture","images/Neighborhood_POIs/ar-concordia/city-centre/catedral-san-antonio-de-padua.png","places-photo","Walter Trias (Google Maps contributor)","2026-07-17T22:16:34.777676+00:00"
"neighborhoods/ar-rawson/city-centre","City Centre","Rawson","City Centre, Rawson, Argentina","Plaza Centenario","plaza-centenario","anchor","images/Neighborhood_POIs/ar-rawson/city-centre/plaza-centenario.png","places-photo","cinthya debora castro (Google Maps contributor)","2026-07-17T22:21:37.095042+00:00"
"neighborhoods/ar-rawson/city-centre","City Centre","Rawson","City Centre, Rawson, Argentina","Parque Provincial de Rawson","parque-provincial-de-rawson","outdoors","images/Neighborhood_POIs/ar-rawson/city-centre/parque-provincial-de-rawson.png","places-photo","Inés Leiva (Google Maps contributor)","2026-07-17T22:22:48.705989+00:00"
"neighborhoods/ar-rawson/city-centre","City Centre","Rawson","City Centre, Rawson, Argentina","Parroquia Nuestra Señora del Rosario de Andacollo","parroquia-nuestra-senora-del-rosario-de-andacollo","culture-architecture","images/Neighborhood_POIs/ar-rawson/city-centre/parroquia-nuestra-senora-del-rosario-de-andacollo.png","places-photo","Jorge Goyochea (Google Maps contributor)","2026-07-17T22:24:03.817698+00:00"
"neighborhoods/ar-rawson/city-centre","City Centre","Rawson","City Centre, Rawson, Argentina","Avenida España commercial strip","avenida-espana-commercial-strip","shopping-dining","images/Neighborhood_POIs/ar-rawson/city-centre/avenida-espana-commercial-strip.png","text-only","","2026-07-17T22:26:34.664881+00:00"
"neighborhoods/at-innsbruck/altstadt","Altstadt","Innsbruck","Altstadt, Innsbruck, Austria","Goldenes Dachl","goldenes-dachl","anchor","images/Neighborhood_POIs/at-innsbruck/altstadt/goldenes-dachl.png","places-photo","ANDREY GRIGORYEV (Google Maps contributor)","2026-07-17T22:30:56.191414+00:00"
"neighborhoods/at-innsbruck/altstadt","Altstadt","Innsbruck","Altstadt, Innsbruck, Austria","Hofgarten","hofgarten","outdoors","images/Neighborhood_POIs/at-innsbruck/altstadt/hofgarten.png","places-photo","János Tamás (Google Maps contributor)","2026-07-17T22:32:27.518962+00:00"
"neighborhoods/at-innsbruck/altstadt","Altstadt","Innsbruck","Altstadt, Innsbruck, Austria","Maria-Theresien-Straße","maria-theresien-strae","shopping-dining","images/Neighborhood_POIs/at-innsbruck/altstadt/maria-theresien-strae.png","places-photo","R. Klotzner (Google Maps contributor)","2026-07-17T22:33:52.777663+00:00"
"neighborhoods/at-innsbruck/altstadt","Altstadt","Innsbruck","Altstadt, Innsbruck, Austria","Hofburg Innsbruck","hofburg-innsbruck","culture-architecture","images/Neighborhood_POIs/at-innsbruck/altstadt/hofburg-innsbruck.png","places-photo","Hofburg Innsbruck (Google Maps contributor)","2026-07-17T22:35:22.310078+00:00"
"neighborhoods/au-townsville/the-strand","The Strand","Townsville","The Strand, Townsville, Australia","The Strand","the-strand","anchor","images/Neighborhood_POIs/au-townsville/the-strand/the-strand.png","places-photo","Google Maps contributor","2026-07-17T22:48:54.170390+00:00"
"neighborhoods/au-townsville/the-strand","The Strand","Townsville","The Strand, Townsville, Australia","Strand Rockpool","strand-rockpool","outdoors","images/Neighborhood_POIs/au-townsville/the-strand/strand-rockpool.png","places-photo","Angela Bear (Google Maps contributor)","2026-07-17T22:49:38.272972+00:00"
"neighborhoods/au-townsville/the-strand","The Strand","Townsville","The Strand, Townsville, Australia","Gregory Street dining precinct","gregory-street-dining-precinct","shopping-dining","images/Neighborhood_POIs/au-townsville/the-strand/gregory-street-dining-precinct.png","text-only","","2026-07-17T22:49:39.786287+00:00"
"neighborhoods/au-townsville/the-strand","The Strand","Townsville","The Strand, Townsville, Australia","Townsville Customs House","townsville-customs-house","culture-architecture","images/Neighborhood_POIs/au-townsville/the-strand/townsville-customs-house.png","places-photo","J ""Tom"" K (Google Maps contributor)","2026-07-17T22:49:41.105980+00:00"
"neighborhoods/bd-bogra/city-centre","City Centre","Bogra","City Centre, Bogra, Bangladesh","Satmatha","satmatha","anchor","images/Neighborhood_POIs/bd-bogra/city-centre/satmatha.png","places-photo","Young Travellers (Google Maps contributor)","2026-07-17T23:10:21.431877+00:00"
"neighborhoods/bd-bogra/city-centre","City Centre","Bogra","City Centre, Bogra, Bangladesh","Edward Park","edward-park","outdoors","images/Neighborhood_POIs/bd-bogra/city-centre/edward-park.png","places-photo","Mohona Tahsin (Google Maps contributor)","2026-07-17T23:10:22.992721+00:00"
"neighborhoods/bd-bogra/city-centre","City Centre","Bogra","City Centre, Bogra, Bangladesh","Jaleshwaritola shopping street","jaleshwaritola-shopping-street","shopping-dining","images/Neighborhood_POIs/bd-bogra/city-centre/jaleshwaritola-shopping-street.png","text-only","","2026-07-17T23:10:24.397083+00:00"
"neighborhoods/bd-bogra/city-centre","City Centre","Bogra","City Centre, Bogra, Bangladesh","Mohammad Ali Palace Museum","mohammad-ali-palace-museum","culture-architecture","images/Neighborhood_POIs/bd-bogra/city-centre/mohammad-ali-palace-museum.png","text-only","","2026-07-17T23:10:25.782255+00:00"
"neighborhoods/bd-mymensingh/city-centre","City Centre","Mymensingh","City Centre, Mymensingh, Bangladesh","Shashi Lodge","shashi-lodge","anchor","images/Neighborhood_POIs/bd-mymensingh/city-centre/shashi-lodge.png","places-photo","Vamos Shahi (Google Maps contributor)","2026-07-17T23:48:41.029637+00:00"
"neighborhoods/bd-mymensingh/city-centre","City Centre","Mymensingh","City Centre, Mymensingh, Bangladesh","Zainul Abedin Park","zainul-abedin-park","outdoors","images/Neighborhood_POIs/bd-mymensingh/city-centre/zainul-abedin-park.png","places-photo","Farayed nabil (Google Maps contributor)","2026-07-17T23:48:42.468504+00:00"
"neighborhoods/bd-mymensingh/city-centre","City Centre","Mymensingh","City Centre, Mymensingh, Bangladesh","Notun Bazar market","notun-bazar-market","shopping-dining","images/Neighborhood_POIs/bd-mymensingh/city-centre/notun-bazar-market.png","places-photo","ranabangla (Google Maps contributor)","2026-07-17T23:48:43.945970+00:00"
"neighborhoods/bd-mymensingh/city-centre","City Centre","Mymensingh","City Centre, Mymensingh, Bangladesh","Shilpacharya Zainul Abedin Sangrahashala","shilpacharya-zainul-abedin-sangrahashala","culture-architecture","images/Neighborhood_POIs/bd-mymensingh/city-centre/shilpacharya-zainul-abedin-sangrahashala.png","places-photo","Shilpacharya Zainul Abedin Sangrahashala (Google Maps contributor)","2026-07-17T23:48:45.328579+00:00"
"neighborhoods/bd-sylhet/city-centre","City Centre","Sylhet","City Centre, Sylhet, Bangladesh","Keane Bridge over the Surma River","keane-bridge-over-the-surma-river","anchor","images/Neighborhood_POIs/bd-sylhet/city-centre/keane-bridge-over-the-surma-river.png","places-photo","Evan Sihab (Google Maps contributor)","2026-07-18T00:33:31.589204+00:00"
"neighborhoods/bd-sylhet/city-centre","City Centre","Sylhet","City Centre, Sylhet, Bangladesh","Dhopadighi park","dhopadighi-park","outdoors","images/Neighborhood_POIs/bd-sylhet/city-centre/dhopadighi-park.png","places-photo","Ali Ashraf Arefin Joy (Google Maps contributor)","2026-07-18T00:33:43.929731+00:00"
"neighborhoods/bd-sylhet/city-centre","City Centre","Sylhet","City Centre, Sylhet, Bangladesh","Ali Amjad's Clock tower","ali-amjad-s-clock-tower","culture-architecture","images/Neighborhood_POIs/bd-sylhet/city-centre/ali-amjad-s-clock-tower.png","places-photo","Kazi Rahat Ben Lotif (Google Maps contributor)","2026-07-18T00:33:59.421810+00:00"
"neighborhoods/bd-sylhet/city-centre","City Centre","Sylhet","City Centre, Sylhet, Bangladesh","Museum of Rajas heritage house","museum-of-rajas-heritage-house","shopping-dining","images/Neighborhood_POIs/bd-sylhet/city-centre/museum-of-rajas-heritage-house.png","places-photo","Murshed Rumi (Google Maps contributor)","2026-07-18T00:34:00.844704+00:00"
"neighborhoods/bf-koudougou/city-centre","City Centre","Koudougou","City Centre, Koudougou, Burkina Faso","Cathedrale Saint-Augustin de Koudougou","cathedrale-saint-augustin-de-koudougou","culture-architecture","images/Neighborhood_POIs/bf-koudougou/city-centre/cathedrale-saint-augustin-de-koudougou.png","places-photo","Thierry BIAUJOUT (Google Maps contributor)","2026-07-18T00:43:48.820462+00:00"
"neighborhoods/bf-koudougou/city-centre","City Centre","Koudougou","City Centre, Koudougou, Burkina Faso","Place de la Nation public square","place-de-la-nation-public-square","anchor","images/Neighborhood_POIs/bf-koudougou/city-centre/place-de-la-nation-public-square.png","text-only","","2026-07-18T00:46:22.858278+00:00"
"neighborhoods/bf-koudougou/city-centre","City Centre","Koudougou","City Centre, Koudougou, Burkina Faso","Grand Marche de Koudougou central market","grand-marche-de-koudougou-central-market","shopping-dining","images/Neighborhood_POIs/bf-koudougou/city-centre/grand-marche-de-koudougou-central-market.png","text-only","","2026-07-18T00:51:14.319061+00:00"
"neighborhoods/bf-koudougou/city-centre","City Centre","Koudougou","City Centre, Koudougou, Burkina Faso","Gare de Koudougou historic railway station","gare-de-koudougou-historic-railway-station","culture-architecture","images/Neighborhood_POIs/bf-koudougou/city-centre/gare-de-koudougou-historic-railway-station.png","text-only","","2026-07-18T00:53:40.846359+00:00"
"neighborhoods/bj-abomey-calavi/town-center","Town Center","Abomey-Calavi","Town Center, Abomey-Calavi, Benin","Abomey-Calavi town hall Mairie civic building","abomey-calavi-town-hall-mairie-civic-building","anchor","images/Neighborhood_POIs/bj-abomey-calavi/town-center/abomey-calavi-town-hall-mairie-civic-building.png","text-only","","2026-07-18T01:02:11.097489+00:00"
"neighborhoods/bj-abomey-calavi/town-center","Town Center","Abomey-Calavi","Town Center, Abomey-Calavi, Benin","Eglise Saint Antoine de Padoue church","eglise-saint-antoine-de-padoue-church","culture-architecture","images/Neighborhood_POIs/bj-abomey-calavi/town-center/eglise-saint-antoine-de-padoue-church.png","places-photo","Glenda Guevara (Google Maps contributor)","2026-07-18T01:04:11.803572+00:00"
"neighborhoods/bj-abomey-calavi/town-center","Town Center","Abomey-Calavi","Town Center, Abomey-Calavi, Benin","Marche d'Abomey-Calavi lakeside market","marche-d-abomey-calavi-lakeside-market","shopping-dining","images/Neighborhood_POIs/bj-abomey-calavi/town-center/marche-d-abomey-calavi-lakeside-market.png","places-photo","Christian RAZAFINJATO (Google Maps contributor)","2026-07-18T01:06:49.825175+00:00"
"neighborhoods/bj-abomey-calavi/town-center","Town Center","Abomey-Calavi","Town Center, Abomey-Calavi, Benin","Embarcadere d'Abomey-Calavi wooden pirogue pier on Lac Nokoue","embarcadere-d-abomey-calavi-wooden-pirogue-pier-on-lac-nokoue","outdoors","images/Neighborhood_POIs/bj-abomey-calavi/town-center/embarcadere-d-abomey-calavi-wooden-pirogue-pier-on-lac-nokoue.png","text-only","","2026-07-18T01:12:21.657921+00:00"
"neighborhoods/br-altamira/city-centre","City Centre","Altamira","City Centre, Altamira, Brazil","Orla do Cais riverfront promenade on the Xingu River","orla-do-cais-riverfront-promenade-on-the-xingu-river","anchor","images/Neighborhood_POIs/br-altamira/city-centre/orla-do-cais-riverfront-promenade-on-the-xingu-river.png","places-photo","Nikolas Machado (Google Maps contributor)","2026-07-18T01:17:35.052968+00:00"
"neighborhoods/br-altamira/city-centre","City Centre","Altamira","City Centre, Altamira, Brazil","Catedral Sagrado Coracao de Jesus cathedral","catedral-sagrado-coracao-de-jesus-cathedral","culture-architecture","images/Neighborhood_POIs/br-altamira/city-centre/catedral-sagrado-coracao-de-jesus-cathedral.png","places-photo","Keytson da Silva (Google Maps contributor)","2026-07-18T01:19:22.376081+00:00"
"neighborhoods/br-altamira/city-centre","City Centre","Altamira","City Centre, Altamira, Brazil","Parque Igarape Altamira riverside park","parque-igarape-altamira-riverside-park","outdoors","images/Neighborhood_POIs/br-altamira/city-centre/parque-igarape-altamira-riverside-park.png","places-photo","Edi Barbosa (Google Maps contributor)","2026-07-18T01:20:58.543429+00:00"
"neighborhoods/br-altamira/city-centre","City Centre","Altamira","City Centre, Altamira, Brazil","Mercado Municipal de Altamira market hall","mercado-municipal-de-altamira-market-hall","shopping-dining","images/Neighborhood_POIs/br-altamira/city-centre/mercado-municipal-de-altamira-market-hall.png","text-only","","2026-07-18T01:26:50.403793+00:00"
"neighborhoods/br-barreiras/city-centre","City Centre","Barreiras","City Centre, Barreiras, Brazil","Praca Landulfo Alves riverside promenade on the Rio Grande","praca-landulfo-alves-riverside-promenade-on-the-rio-grande","anchor","images/Neighborhood_POIs/br-barreiras/city-centre/praca-landulfo-alves-riverside-promenade-on-the-rio-grande.png","text-only","","2026-07-18T01:41:36.965096+00:00"
"neighborhoods/br-barreiras/city-centre","City Centre","Barreiras","City Centre, Barreiras, Brazil","Catedral Sao Joao Batista cathedral","catedral-sao-joao-batista-cathedral","culture-architecture","images/Neighborhood_POIs/br-barreiras/city-centre/catedral-sao-joao-batista-cathedral.png","text-only","","2026-07-18T01:43:21.350736+00:00"
"neighborhoods/br-barreiras/city-centre","City Centre","Barreiras","City Centre, Barreiras, Brazil","Praca Castro Alves square with fountains","praca-castro-alves-square-with-fountains","outdoors","images/Neighborhood_POIs/br-barreiras/city-centre/praca-castro-alves-square-with-fountains.png","text-only","","2026-07-18T01:45:00.918395+00:00"
"neighborhoods/br-barreiras/city-centre","City Centre","Barreiras","City Centre, Barreiras, Brazil","Centro de Abastecimento de Barreiras open-air produce market with simple metal-roofed sheds","centro-de-abastecimento-de-barreiras-open-air-produce-market-with-simple-metal-roofed-sheds","shopping-dining","images/Neighborhood_POIs/br-barreiras/city-centre/centro-de-abastecimento-de-barreiras-open-air-produce-market-with-simple-metal-roofed-sheds.png","text-only","","2026-07-18T01:50:46.317776+00:00"
"neighborhoods/br-capao-redondo/centro","Centro","Capao Redondo","Centro, Capao Redondo, Brazil","Parque Santo Dias wooded park paths","parque-santo-dias-wooded-park-paths","outdoors","images/Neighborhood_POIs/br-capao-redondo/centro/parque-santo-dias-wooded-park-paths.png","text-only","","2026-07-18T01:58:58.720041+00:00"
"neighborhoods/br-capao-redondo/centro","Centro","Capao Redondo","Centro, Capao Redondo, Brazil","Estacao Capao Redondo elevated metro station with curved metal roof and landscaped gardens","estacao-capao-redondo-elevated-metro-station-with-curved-metal-roof-and-landscaped-gardens","anchor","images/Neighborhood_POIs/br-capao-redondo/centro/estacao-capao-redondo-elevated-metro-station-with-curved-metal-roof-and-landscaped-gardens.png","text-only","","2026-07-18T02:00:59.210072+00:00"
"neighborhoods/br-capao-redondo/centro","Centro","Capao Redondo","Centro, Capao Redondo, Brazil","Estrada de Itapecerica bustling commercial street with low-rise shops","estrada-de-itapecerica-bustling-commercial-street-with-low-rise-shops","shopping-dining","images/Neighborhood_POIs/br-capao-redondo/centro/estrada-de-itapecerica-bustling-commercial-street-with-low-rise-shops.png","text-only","","2026-07-18T02:05:26.549006+00:00"
"neighborhoods/br-capao-redondo/centro","Centro","Capao Redondo","Centro, Capao Redondo, Brazil","Fabrica de Cultura Capao Redondo cultural center, a tall white block building with a giant colorful street-art mural on its side wall","fabrica-de-cultura-capao-redondo-cultural-center-a-tall-white-block-building-with-a-giant-colorful-street-art-mural-on-its-side-wall","culture-architecture","images/Neighborhood_POIs/br-capao-redondo/centro/fabrica-de-cultura-capao-redondo-cultural-center-a-tall-white-block-building-with-a-giant-colorful-street-art-mural-on-its-side-wall.png","text-only","","2026-07-18T02:07:27.454127+00:00"
"neighborhoods/br-divinopolis/city-centre","City Centre","Divinópolis","City Centre, Divinópolis, Brazil","Catedral do Divino Espirito Santo, a yellow-and-cream twin-towered cathedral","catedral-do-divino-espirito-santo-a-yellow-and-cream-twin-towered-cathedral","anchor","images/Neighborhood_POIs/br-divinopolis/city-centre/catedral-do-divino-espirito-santo-a-yellow-and-cream-twin-towered-cathedral.png","places-photo","Paulo Lourenção (Google Maps contributor)","2026-07-18T02:15:21.236249+00:00"
"neighborhoods/br-divinopolis/city-centre","City Centre","Divinópolis","City Centre, Divinópolis, Brazil","Praca Benedito Valadares, a palm-shaded central square","praca-benedito-valadares-a-palm-shaded-central-square","outdoors","images/Neighborhood_POIs/br-divinopolis/city-centre/praca-benedito-valadares-a-palm-shaded-central-square.png","places-photo","João Vitor Alves (Google Maps contributor)","2026-07-18T02:18:11.315938+00:00"
"neighborhoods/br-divinopolis/city-centre","City Centre","Divinópolis","City Centre, Divinópolis, Brazil","Museu Historico de Divinopolis, a whitewashed colonial townhouse museum with blue window frames","museu-historico-de-divinopolis-a-whitewashed-colonial-townhouse-museum-with-blue-window-frames","culture-architecture","images/Neighborhood_POIs/br-divinopolis/city-centre/museu-historico-de-divinopolis-a-whitewashed-colonial-townhouse-museum-with-blue-window-frames.png","places-photo","Cleudes Miranda (Google Maps contributor)","2026-07-18T02:19:53.997206+00:00"
"neighborhoods/br-divinopolis/city-centre","City Centre","Divinópolis","City Centre, Divinópolis, Brazil","Mercado Central de Divinopolis, a cream-colored market hall with dark-red pilasters and green-louvered clerestory windows","mercado-central-de-divinopolis-a-cream-colored-market-hall-with-dark-red-pilasters-and-green-louvered-clerestory-windows","shopping-dining","images/Neighborhood_POIs/br-divinopolis/city-centre/mercado-central-de-divinopolis-a-cream-colored-market-hall-with-dark-red-pilasters-and-green-louvered-clerestory-windows.png","text-only","","2026-07-18T02:22:42.464431+00:00"
"neighborhoods/br-imperatriz/city-centre","City Centre","Imperatriz","City Centre, Imperatriz, Brazil","Orla de Imperatriz, the Beira-Rio riverfront promenade beside the Tocantins river","orla-de-imperatriz-the-beira-rio-riverfront-promenade-beside-the-tocantins-river","anchor","images/Neighborhood_POIs/br-imperatriz/city-centre/orla-de-imperatriz-the-beira-rio-riverfront-promenade-beside-the-tocantins-river.png","places-photo","Jose Santos (Google Maps contributor)","2026-07-18T02:31:40.680494+00:00"
"neighborhoods/br-imperatriz/city-centre","City Centre","Imperatriz","City Centre, Imperatriz, Brazil","Praca de Fatima and Igreja de Fatima","praca-de-fatima-and-igreja-de-fatima","outdoors","images/Neighborhood_POIs/br-imperatriz/city-centre/praca-de-fatima-and-igreja-de-fatima.png","text-only","","2026-07-18T02:36:26.536613+00:00"
"neighborhoods/br-imperatriz/city-centre","City Centre","Imperatriz","City Centre, Imperatriz, Brazil","Igreja Matriz Santa Teresa D'Avila","igreja-matriz-santa-teresa-d-avila","culture-architecture","images/Neighborhood_POIs/br-imperatriz/city-centre/igreja-matriz-santa-teresa-d-avila.png","text-only","","2026-07-18T02:39:16.508316+00:00"
"neighborhoods/br-imperatriz/city-centre","City Centre","Imperatriz","City Centre, Imperatriz, Brazil","Mercado Municipal de Imperatriz","mercado-municipal-de-imperatriz","shopping-dining","images/Neighborhood_POIs/br-imperatriz/city-centre/mercado-municipal-de-imperatriz.png","text-only","","2026-07-18T02:40:55.405848+00:00"
"neighborhoods/br-japeri/city-centre","City Centre","Japeri","City Centre, Japeri, Brazil","Estacao Ferroviaria de Japeri, the historic half-timbered railway station","estacao-ferroviaria-de-japeri-the-historic-half-timbered-railway-station","anchor","images/Neighborhood_POIs/br-japeri/city-centre/estacao-ferroviaria-de-japeri-the-historic-half-timbered-railway-station.png","places-photo","NOSSAS TRILHAS (Google Maps contributor)","2026-07-18T02:45:30.103363+00:00"
"neighborhoods/br-japeri/city-centre","City Centre","Japeri","City Centre, Japeri, Brazil","Paroquia Nossa Senhora da Conceicao","paroquia-nossa-senhora-da-conceicao","culture-architecture","images/Neighborhood_POIs/br-japeri/city-centre/paroquia-nossa-senhora-da-conceicao.png","text-only","","2026-07-18T02:50:14.850042+00:00"
"neighborhoods/br-japeri/city-centre","City Centre","Japeri","City Centre, Japeri, Brazil","Praca Leni Ferreira","praca-leni-ferreira","outdoors","images/Neighborhood_POIs/br-japeri/city-centre/praca-leni-ferreira.png","text-only","","2026-07-18T02:52:03.017125+00:00"
"neighborhoods/br-japeri/city-centre","City Centre","Japeri","City Centre, Japeri, Brazil","Avenida Doutor Arruda Negreiros","avenida-doutor-arruda-negreiros","shopping-dining","images/Neighborhood_POIs/br-japeri/city-centre/avenida-doutor-arruda-negreiros.png","text-only","","2026-07-18T02:55:53.273640+00:00"
"neighborhoods/br-maraba/city-centre","City Centre","Marabá","City Centre, Marabá, Brazil","Orla de Maraba","orla-de-maraba","anchor","images/Neighborhood_POIs/br-maraba/city-centre/orla-de-maraba.png","places-photo","Bruno Lenon (Google Maps contributor)","2026-07-18T03:00:10.205755+00:00"
"neighborhoods/br-maraba/city-centre","City Centre","Marabá","City Centre, Marabá, Brazil","Praca Duque de Caxias","praca-duque-de-caxias","outdoors","images/Neighborhood_POIs/br-maraba/city-centre/praca-duque-de-caxias.png","places-photo","Juan Azevedo (Google Maps contributor)","2026-07-18T03:01:34.540622+00:00"
"neighborhoods/br-maraba/city-centre","City Centre","Marabá","City Centre, Marabá, Brazil","Igreja Sao Felix de Valois","igreja-sao-felix-de-valois","culture-architecture","images/Neighborhood_POIs/br-maraba/city-centre/igreja-sao-felix-de-valois.png","places-photo","Joao Vitor Craveiro (Google Maps contributor)","2026-07-18T03:03:03.198648+00:00"
"neighborhoods/br-maraba/city-centre","City Centre","Marabá","City Centre, Marabá, Brazil","Avenida Antonio Maia","avenida-antonio-maia","shopping-dining","images/Neighborhood_POIs/br-maraba/city-centre/avenida-antonio-maia.png","text-only","","2026-07-18T03:05:46.436196+00:00"
"neighborhoods/br-parauapebas/centro","Centro","Parauapebas","Centro, Parauapebas, Brazil","Praca do Pioneiro","praca-do-pioneiro","anchor","images/Neighborhood_POIs/br-parauapebas/centro/praca-do-pioneiro.png","text-only","","2026-07-18T03:10:07.778134+00:00"
"neighborhoods/br-parauapebas/centro","Centro","Parauapebas","Centro, Parauapebas, Brazil","Praca do Cidadao","praca-do-cidadao","outdoors","images/Neighborhood_POIs/br-parauapebas/centro/praca-do-cidadao.png","places-photo","Júnior Lima de Sena (Google Maps contributor)","2026-07-18T03:11:45.435329+00:00"
"neighborhoods/br-parauapebas/centro","Centro","Parauapebas","Centro, Parauapebas, Brazil","Igreja Matriz Sao Sebastiao","igreja-matriz-sao-sebastiao","culture-architecture","images/Neighborhood_POIs/br-parauapebas/centro/igreja-matriz-sao-sebastiao.png","places-photo","Paulo Lourenção (Google Maps contributor)","2026-07-18T03:13:13.934134+00:00"
"neighborhoods/br-parauapebas/centro","Centro","Parauapebas","Centro, Parauapebas, Brazil","Feira do Produtor","feira-do-produtor","shopping-dining","images/Neighborhood_POIs/br-parauapebas/centro/feira-do-produtor.png","text-only","","2026-07-18T03:15:48.647238+00:00"
"neighborhoods/br-porto-velho/centro","Centro","Porto Velho","Centro, Porto Velho, Brazil","Complexo da Estrada de Ferro Madeira-Mamore","complexo-da-estrada-de-ferro-madeira-mamore","anchor","images/Neighborhood_POIs/br-porto-velho/centro/complexo-da-estrada-de-ferro-madeira-mamore.png","text-only","","2026-07-18T03:31:49.997660+00:00"
